72	42	42	47	24	46	50	49	39	42	47	45	28	29	27	37	29	40	31	24	44	47	42	42	43	38	27	0	0	0	0	0	0	0	0	0	0	26	46	34	27	25	41	35	33	40	39	42	44	40	40	22	22	26	45	44	45	8	0	0	0	0	0	0	0	0	0	0	0	0	0
42	72	42	35	32	37	35	39	48	45	48	37	30	39	29	35	37	38	34	31	31	35	37	38	38	38	21	0	0	0	0	0	0	0	0	0	0	23	34	35	33	29	37	26	33	29	28	30	34	41	45	33	30	36	38	27	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0
42	42	72	42	13	60	45	48	51	51	55	38	13	26	13	23	28	28	14	19	38	51	50	29	32	32	30	0	0	0	0	0	0	0	0	0	0	27	41	30	19	8	31	34	24	30	23	23	34	36	31	15	8	24	34	33	29	5	0	0	0	0	0	0	0	0	0	0	0	0	0
47	35	42	72	11	49	65	51	43	46	43	47	18	32	20	34	35	32	26	18	40	50	46	33	33	32	31	0	0	0	0	0	0	0	0	0	0	28	42	35	19	18	37	34	24	33	34	32	38	42	29	19	14	30	36	37	35	9	0	0	0	0	0	0	0	0	0	0	0	0	0
24	32	13	11	72	8	16	14	23	17	24	18	63	38	61	40	37	42	49	55	32	16	20	45	32	41	5	0	0	0	0	0	0	0	0	0	0	12	21	32	54	59	39	29	51	43	41	42	37	33	41	55	64	50	37	35	36	9	0	0	0	0	0	0	0	0	0	0	0	0	0
46	37	60	49	8	72	52	50	50	54	52	43	9	24	7	24	22	28	13	11	39	54	50	25	30	29	32	0	0	0	0	0	0	0	0	0	0	27	42	27	11	5	30	33	19	25	23	22	31	31	24	9	2	20	34	32	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0
50	35	45	65	16	52	72	52	42	45	46	46	20	28	18	34	31	32	25	19	46	50	41	35	32	37	32	0	0	0	0	0	0	0	0	0	0	28	45	36	20	16	42	37	30	36	38	34	42	41	28	17	12	32	42	41	39	9	0	0	0	0	0	0	0	0	0	0	0	0	0
49	39	48	51	14	50	52	72	41	49	42	47	15	22	14	31	31	29	24	19	39	57	40	29	39	34	35	0	0	0	0	0	0	0	0	0	0	28	55	38	19	16	36	37	29	33	34	37	41	38	29	18	12	19	40	37	37	6	0	0	0	0	0	0	0	0	0	0	0	0	0
39	48	51	43	23	50	42	41	72	50	60	33	24	33	27	28	30	31	24	26	31	43	46	36	30	31	21	0	0	0	0	0	0	0	0	0	0	25	33	27	22	21	34	25	30	25	20	21	33	34	31	23	22	32	33	26	29	5	0	0	0	0	0	0	0	0	0	0	0	0	0
42	45	51	46	17	54	45	49	50	72	54	42	21	30	20	35	34	34	28	20	35	48	52	31	38	32	30	0	0	0	0	0	0	0	0	0	0	27	42	31	23	20	33	34	27	30	28	26	36	40	39	24	15	31	38	37	35	8	0	0	0	0	0	0	0	0	0	0	0	0	0
47	48	55	43	24	52	46	42	60	54	72	36	23	32	22	29	31	36	24	22	42	46	46	38	34	34	25	0	0	0	0	0	0	0	0	0	0	29	39	29	27	19	37	36	33	34	29	31	41	40	36	23	17	32	39	34	37	8	0	0	0	0	0	0	0	0	0	0	0	0	0
45	37	38	47	18	43	46	47	33	42	36	72	19	35	18	37	33	34	37	17	39	43	47	28	42	30	34	0	0	0	0	0	0	0	0	0	0	24	44	44	30	27	30	43	26	33	36	37	37	46	35	28	23	26	37	41	37	5	0	0	0	0	0	0	0	0	0	0	0	0	0
28	30	13	18	63	9	20	15	24	21	23	19	72	38	63	44	37	42	53	51	30	17	22	43	35	41	4	0	0	0	0	0	0	0	0	0	0	9	21	32	55	63	42	29	51	42	39	43	37	32	44	53	60	51	37	38	37	9	0	0	0	0	0	0	0	0	0	0	0	0	0
29	39	26	32	38	24	28	22	33	30	32	35	38	72	38	37	49	35	41	35	31	23	35	39	30	28	13	0	0	0	0	0	0	0	0	0	0	16	20	37	40	41	29	27	33	27	31	28	25	39	39	42	41	43	29	26	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0
27	29	13	20	61	7	18	14	27	20	22	18	63	38	72	40	41	44	48	57	30	20	23	45	37	39	5	0	0	0	0	0	0	0	0	0	0	11	20	31	50	58	39	28	48	43	39	42	37	33	43	55	62	49	34	33	34	9	0	0	0	0	0	0	0	0	0	0	0	0	0
37	35	23	34	40	24	34	31	28	35	29	37	44	37	40	72	34	53	57	37	33	29	38	42	45	45	16	0	1	0	0	0	1	0	0	0	0	17	39	41	43	49	42	34	42	42	44	42	42	43	45	41	41	39	40	52	44	10	0	0	0	0	0	0	0	1	0	0	0	0	0
29	37	28	35	37	22	31	31	30	34	31	33	37	49	41	34	72	32	38	44	37	28	32	36	40	27	18	0	0	0	0	0	0	0	0	0	0	22	32	38	39	38	33	30	36	38	34	40	36	42	39	40	42	45	28	29	29	9	0	0	0	1	1	1	0	1	0	0	0	0	0
40	38	28	32	42	28	32	29	31	34	36	34	42	35	44	53	32	72	47	36	40	33	36	46	44	46	17	0	0	0	0	0	0	0	0	0	0	20	35	42	41	45	38	33	37	43	40	38	45	43	48	43	42	35	43	44	41	10	0	0	0	0	0	0	0	0	0	0	0	0	0
31	34	14	26	49	13	25	24	24	28	24	37	53	41	48	57	38	47	72	39	30	22	31	38	49	41	12	0	0	0	0	0	0	0	0	0	0	12	29	42	52	62	35	36	43	41	44	44	38	44	48	51	53	44	39	42	44	8	0	0	0	0	0	0	0	0	0	0	0	0	0
24	31	19	18	55	11	19	19	26	20	22	17	51	35	57	37	44	36	39	72	32	21	18	40	30	41	5	0	0	0	0	0	0	0	0	0	0	13	23	34	45	49	42	25	45	40	37	38	34	32	34	46	57	44	35	32	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0
44	31	38	40	32	39	46	39	31	35	42	39	30	31	30	33	37	40	30	32	72	40	34	42	34	39	25	0	0	0	0	0	0	0	0	0	0	25	42	39	34	28	43	36	35	48	43	49	46	39	29	28	27	37	47	43	42	12	0	0	0	0	0	0	0	0	0	0	0	0	0
47	35	51	50	16	54	50	57	43	48	46	43	17	23	20	29	28	33	22	21	40	72	40	32	36	35	30	0	0	0	0	0	0	0	0	0	0	26	45	36	18	15	36	36	31	33	34	33	42	38	30	17	12	26	38	38	36	6	0	0	0	0	0	0	0	0	0	0	0	0	0
42	37	50	46	20	50	41	40	46	52	46	47	22	35	23	38	32	36	31	18	34	40	72	26	37	22	31	0	0	0	0	0	0	0	0	0	0	22	40	36	25	24	24	41	25	28	29	26	29	43	33	27	20	30	33	39	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0
42	38	29	33	45	25	35	29	36	31	38	28	43	39	45	42	36	46	38	40	42	32	26	72	32	46	10	0	0	0	0	0	0	0	0	0	0	23	36	38	38	44	46	25	47	45	42	43	45	40	48	36	41	42	46	37	46	9	0	0	0	0	0	0	0	0	0	0	0	0	0
