42	41	38	37	0	0	0	0	0	0	8	24	11	32	33	22	0	0	0	0	0	16	13	19	11	20	31	31	9	0	21	33	9	25	35	42	39	4	33	41	1
41	42	39	36	0	0	0	0	0	0	9	24	12	33	34	22	0	0	0	0	0	17	13	20	11	21	32	32	9	0	22	34	9	26	36	41	38	4	34	40	1
38	39	42	33	0	0	0	0	0	0	10	26	11	36	35	20	0	0	0	0	0	19	14	22	12	23	35	35	9	0	25	35	9	27	35	38	35	4	35	37	1
37	36	33	42	4	4	3	4	4	4	5	28	8	30	30	25	3	2	2	2	2	14	14	17	12	18	29	29	12	4	19	31	12	23	31	37	36	7	30	36	4
0	0	0	4	42	42	39	34	31	36	25	12	29	0	0	12	29	22	18	16	14	7	7	7	7	6	0	0	25	35	8	0	28	5	0	0	0	25	3	0	36
0	0	0	4	42	42	39	34	31	36	25	12	29	0	0	12	29	22	18	16	14	7	7	7	7	6	0	0	25	35	8	0	28	5	0	0	0	25	3	0	36
0	0	0	3	39	39	42	33	30	33	24	10	28	0	0	14	30	25	19	19	17	8	9	8	9	7	0	0	25	34	9	0	26	4	0	0	0	25	2	0	36
0	0	0	4	34	34	33	42	35	30	22	11	22	0	0	12	31	28	24	20	20	9	9	10	11	8	0	0	21	35	10	0	22	5	0	0	0	26	3	0	28
0	0	0	4	31	31	30	35	42	31	23	11	19	0	0	11	32	29	27	25	23	9	12	8	13	8	0	0	20	34	8	0	21	7	0	0	0	28	2	0	27
0	0	0	4	36	36	33	30	31	42	25	12	24	0	0	9	27	24	20	20	18	10	8	8	8	8	0	0	21	29	6	0	24	7	0	0	0	26	2	0	30
8	9	10	5	25	25	24	22	23	25	42	1	33	10	11	3	18	18	15	15	13	20	4	20	4	19	10	10	15	20	15	10	16	16	9	8	9	15	13	8	23
24	24	26	28	12	12	10	11	11	12	1	42	1	28	28	30	10	7	7	5	5	10	21	11	19	14	27	29	21	12	18	25	19	20	26	24	26	13	22	25	9
11	12	11	8	29	29	28	22	19	24	33	1	42	11	12	3	19	15	10	11	9	18	3	18	3	17	11	11	14	22	19	11	17	17	10	11	12	15	15	11	27
32	33	36	30	0	0	0	0	0	0	10	28	11	42	39	24	0	0	0	0	0	22	17	23	15	26	41	41	11	0	30	39	8	32	39	32	35	4	33	33	1
33	34	35	30	0	0	0	0	0	0	11	28	12	39	42	24	0	0	0	0	0	21	17	22	15	25	38	40	12	0	28	38	8	29	38	33	36	4	34	34	1
22	22	20	25	12	12	14	12	11	9	3	30	3	24	24	42	11	9	8	10	10	5	25	6	23	9	23	23	25	12	12	23	20	15	26	22	24	15	18	23	15
0	0	0	3	29	29	30	31	32	27	18	10	19	0	0	11	42	31	25	25	27	11	16	11	16	10	0	0	21	32	9	0	21	5	0	0	0	25	3	0	27
0	0	0	2	22	22	25	28	29	24	18	7	15	0	0	9	31	42	32	32	30	14	18	14	19	12	0	0	17	29	8	0	16	3	0	0	0	27	0	0	25
0	0	0	2	18	18	19	24	27	20	15	7	10	0	0	8	25	32	42	34	36	17	18	15	20	14	0	0	15	25	6	0	19	3	0	0	0	31	0	0	21
0	0	0	2	16	16	19	20	25	20	15	5	11	0	0	10	25	32	34	42	38	17	22	15	24	14	0	0	15	23	4	0	17	5	0	0	0	27	0	0	21
0	0	0	2	14	14	17	20	23	18	13	5	9	0	0	10	27	30	36	38	42	19	22	17	24	16	0	0	14	21	5	0	18	4	0	0	0	25	0	0	19
