28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	28	28	28	28	28	28	28	28	28	28	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0
14	14	14	14	14	14	14	14	14	14	14	14	14	28	14	14	14	14	14	14	14	14	14	14	14	14	14
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	28	28	28	28	28	28	28	28	28	28	28	28
