42	7	9	4	6	11	10	12	8	8	8	9	5	4	4	2	7	2	6	2	7	7	9	6	7	5	1	3	9	6	3	4	7	8	6	9	7	4	8	11	8
7	42	8	10	13	8	4	7	15	6	6	7	7	5	7	6	10	8	6	7	7	8	7	5	5	2	3	5	7	6	5	6	9	10	8	4	6	4	12	7	5
9	8	42	16	10	8	8	10	15	13	9	7	9	6	6	7	2	5	5	1	4	5	6	3	2	6	4	3	6	7	9	13	7	8	8	7	5	8	9	9	7
4	10	16	42	10	11	7	10	15	13	6	5	4	7	6	8	7	5	9	5	5	6	5	4	6	6	3	5	5	9	7	6	7	5	5	4	10	8	7	6	6
6	13	10	10	42	8	11	9	10	11	4	3	5	2	5	8	5	4	7	9	7	7	6	6	8	8	5	3	7	5	3	7	4	8	8	4	9	5	8	3	4
11	8	8	11	8	42	6	12	9	11	6	5	10	4	6	6	7	7	5	4	12	5	7	6	4	10	7	6	5	1	10	5	5	8	4	3	6	6	4	8	4
10	4	8	7	11	6	42	9	12	7	5	6	2	5	6	9	9	2	7	7	3	5	4	8	3	10	6	3	10	7	5	7	7	8	7	8	4	4	9	4	10
12	7	10	10	9	12	9	42	10	7	8	9	7	6	3	6	4	8	7	2	6	5	4	11	6	3	5	9	7	5	7	9	6	10	4	11	6	5	7	7	8
8	15	15	15	10	9	12	10	42	13	5	5	1	9	2	7	7	3	6	7	8	5	5	4	6	6	3	3	9	6	9	9	7	8	6	5	6	3	11	4	11
8	6	13	13	11	11	7	7	13	42	9	5	9	6	7	7	4	5	11	7	6	4	6	7	7	3	2	1	6	3	7	7	5	4	3	7	8	8	7	8	4
8	6	9	6	4	6	5	8	5	9	42	10	15	12	7	10	14	6	12	10	2	4	6	4	3	6	6	2	2	8	9	9	7	4	4	7	10	5	6	4	8
9	7	7	5	3	5	6	9	5	5	10	42	10	14	13	7	8	6	15	5	4	2	3	2	1	1	7	3	2	10	9	5	8	4	7	10	9	8	4	6	9
5	7	9	4	5	10	2	7	1	9	15	10	42	9	10	11	10	10	12	6	5	3	4	4	4	4	9	4	4	5	8	7	5	5	9	7	12	7	6	8	8
4	5	6	7	2	4	5	6	9	6	12	14	9	42	11	6	7	9	12	11	4	3	7	3	1	3	6	2	3	7	6	8	8	7	5	15	11	8	2	6	9
4	7	6	6	5	6	6	3	2	7	7	13	10	11	42	10	7	8	10	8	9	5	3	5	6	4	7	8	3	7	11	10	5	4	6	10	9	11	5	6	2
2	6	7	8	8	6	9	6	7	7	10	7	11	6	10	42	11	8	6	12	9	8	7	8	8	6	12	12	11	6	6	6	4	6	8	6	8	5	7	2	4
7	10	2	7	5	7	9	4	7	4	14	8	10	7	7	11	42	12	8	7	7	7	2	5	4	8	6	3	7	5	7	6	7	8	3	9	11	5	8	8	9
2	8	5	5	4	7	2	8	3	5	6	6	10	9	8	8	12	42	8	7	9	4	6	5	8	5	5	6	6	7	14	6	6	10	6	8	5	7	5	2	4
6	6	5	9	7	5	7	7	6	11	12	15	12	12	10	6	8	8	42	11	5	1	4	5	5	3	5	4	2	7	9	9	6	6	2	5	10	8	6	6	5
2	7	1	5	9	4	7	2	7	7	10	5	6	11	8	12	7	7	11	42	8	10	7	10	9	15	11	8	6	4	5	2	0	7	8	3	9	8	7	8	5
7	7	4	5	7	12	3	6	8	6	2	4	5	4	9	9	7	9	5	8	42	9	16	14	14	11	13	18	9	1	4	5	3	3	8	3	8	11	7	4	2
7	8	5	6	7	5	5	5	5	4	4	2	3	3	5	8	7	4	1	10	9	42	11	17	18	16	14	14	14	6	6	3	3	8	7	7	4	10	7	11	4
9	7	6	5	6	7	4	4	5	6	6	3	4	7	3	7	2	6	4	7	16	11	42	8	11	14	14	17	11	5	6	4	4	6	8	4	5	6	6	5	5
6	5	3	4	6	6	8	11	4	7	4	2	4	3	5	8	5	5	5	10	14	17	8	42	14	15	16	19	10	7	4	4	4	2	9	4	7	5	3	3	5
