72	1	2	49	26	4	51	54	1	1	9	47	26	4	34	45	43	48	38	33	43	42	14	37	52	45	39	0	0	0	0	0	0	0	0	0	0	29	54	44	35	34	44	46	36	40	47	45	50	56	53	30	28	6	34	53	50	11	0	0	0	0	0	0	0	0	0	0	0	0	0
1	72	67	0	5	64	0	8	70	71	60	0	13	58	0	0	0	0	0	0	0	21	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	67	72	1	2	68	2	5	69	68	62	1	10	57	3	0	2	3	1	1	2	19	50	3	3	2	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	1	2	1	3	3	3	3	2	3	3	1	1	50	19	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	0	1	72	24	3	59	52	0	0	4	58	22	9	31	41	40	45	39	37	45	43	16	36	41	39	36	0	0	0	0	0	0	0	0	0	0	26	51	43	30	35	48	53	37	45	54	48	48	45	42	35	29	7	33	50	49	10	0	0	0	0	0	0	0	0	0	0	0	0	0
26	5	2	24	72	0	16	19	5	5	2	22	62	9	61	44	40	35	47	55	31	15	14	51	36	27	7	0	0	0	0	0	0	0	0	0	0	12	18	37	55	59	34	27	50	37	28	36	30	32	37	61	65	23	22	26	28	7	0	0	0	0	0	0	0	0	0	0	0	0	0
4	64	68	3	0	72	6	2	66	65	65	2	7	58	5	3	3	4	2	4	5	16	51	4	3	5	0	0	0	0	0	0	0	0	0	0	0	5	3	4	3	2	5	3	3	5	5	5	5	4	4	2	2	47	21	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	0	2	59	16	6	72	54	0	0	9	55	17	3	26	38	39	44	32	32	48	43	9	35	42	52	39	0	0	0	0	0	0	0	0	0	0	31	56	44	25	24	51	46	34	42	51	45	53	46	43	24	18	6	37	53	52	11	0	0	0	0	0	0	0	0	0	0	0	0	0
54	8	5	52	19	2	54	72	8	8	2	55	22	3	18	35	37	42	32	25	45	53	9	23	42	43	42	0	0	0	0	0	0	0	0	0	0	26	55	37	24	22	40	47	26	36	46	40	44	42	41	20	16	12	28	51	45	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	70	69	0	5	66	0	8	72	71	60	0	13	56	0	0	0	0	0	0	0	22	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	71	68	0	5	65	0	8	71	72	61	0	13	57	0	0	0	0	0	0	0	21	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	60	62	4	2	65	9	2	60	61	72	3	2	60	7	7	8	7	3	7	11	10	51	9	8	10	0	0	0	0	0	0	0	0	0	0	0	10	9	6	4	3	10	4	7	8	7	7	11	10	10	3	3	43	25	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	0	1	58	22	2	55	55	0	0	3	72	17	12	23	43	40	49	47	33	47	47	16	28	51	47	40	0	0	0	0	0	0	0	0	0	0	25	57	49	38	35	42	55	39	45	54	52	52	49	46	33	29	5	32	52	49	10	0	0	0	0	0	0	0	0	0	0	0	0	0
26	13	10	22	62	7	17	22	13	13	2	17	72	1	58	42	34	31	41	52	30	25	8	45	33	28	9	0	0	0	0	0	0	0	0	0	0	10	16	32	50	54	32	23	45	35	25	33	29	31	36	53	57	30	20	25	27	8	0	0	0	0	0	0	0	0	0	0	0	0	0
4	58	57	9	9	58	3	3	56	57	60	12	1	72	7	9	7	9	14	9	5	7	60	6	8	2	0	0	0	0	0	0	0	0	0	0	0	4	6	10	12	13	3	11	9	7	8	8	4	5	6	14	14	40	23	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
