102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	102	2	7	3	6	5	96	2	8	94	19	91	3	3	2	3	3	17	100	83	20	100	100	100	100	100	76	27	100	100	100	100	100	100	70	35	72	44	100	63	40	100	100	100	100	100	100	100	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	102	97	101	98	95	8	102	92	10	81	13	101	101	102	101	101	83	0	21	80	0	0	0	0	0	28	73	0	0	0	0	0	0	34	65	32	56	0	41	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	7	97	102	98	101	92	11	97	89	15	86	16	98	98	97	98	98	80	5	22	79	5	5	5	5	5	29	72	5	5	5	5	5	5	37	66	37	61	5	40	61	5	5	5	5	5	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	101	98	102	97	96	7	101	93	11	82	12	102	100	101	102	100	84	1	20	81	1	1	1	1	1	27	74	1	1	1	1	1	1	35	66	33	57	1	40	61	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	6	98	101	97	102	91	12	98	88	14	85	17	97	99	98	97	99	79	4	23	78	4	4	4	4	4	30	71	4	4	4	4	4	4	36	65	36	60	4	41	60	4	4	4	4	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	5	95	92	96	91	102	1	95	99	5	88	6	96	94	95	96	94	90	7	14	87	7	7	7	7	7	21	80	7	7	7	7	7	7	29	72	29	63	7	34	67	7	7	7	7	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	96	8	11	7	12	1	102	8	2	98	13	97	7	9	8	7	9	11	94	89	14	94	94	94	94	94	82	21	94	94	94	94	94	94	74	29	74	38	94	69	34	94	94	94	94	94	94	94	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	102	97	101	98	95	8	102	92	10	81	13	101	101	102	101	101	83	0	21	80	0	0	0	0	0	28	73	0	0	0	0	0	0	34	65	32	56	0	41	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	8	92	89	93	88	99	2	92	102	2	91	3	93	91	92	93	91	93	10	11	90	10	10	10	10	10	18	83	10	10	10	10	10	10	26	75	26	66	10	31	70	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	94	10	15	11	14	5	98	10	2	102	11	99	11	11	10	11	11	9	92	91	12	92	92	92	92	92	84	19	92	92	92	92	92	92	78	27	78	36	92	71	32	92	92	92	92	92	92	92	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	19	81	86	82	85	88	13	81	91	11	102	10	82	82	81	82	82	88	21	14	87	21	21	21	21	21	21	80	21	21	21	21	21	21	29	74	33	77	21	32	69	21	21	21	21	21	21	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	91	13	16	12	17	6	97	13	3	99	10	102	12	14	13	12	14	6	89	94	9	89	89	89	89	89	87	16	89	89	89	89	89	89	79	24	79	33	89	74	29	89	89	89	89	89	89	89	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	101	98	102	97	96	7	101	93	11	82	12	102	100	101	102	100	84	1	20	81	1	1	1	1	1	27	74	1	1	1	1	1	1	35	66	33	57	1	40	61	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	101	98	100	99	94	9	101	91	11	82	14	100	102	101	100	102	82	1	22	79	1	1	1	1	1	29	72	1	1	1	1	1	1	35	66	33	57	1	40	61	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	102	97	101	98	95	8	102	92	10	81	13	101	101	102	101	101	83	0	21	80	0	0	0	0	0	28	73	0	0	0	0	0	0	34	65	32	56	0	41	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	101	98	102	97	96	7	101	93	11	82	12	102	100	101	102	100	84	1	20	81	1	1	1	1	1	27	74	1	1	1	1	1	1	35	66	33	57	1	40	61	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	101	98	100	99	94	9	101	91	11	82	14	100	102	101	100	102	82	1	22	79	1	1	1	1	1	29	72	1	1	1	1	1	1	35	66	33	57	1	40	61	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	17	83	80	84	79	90	11	83	93	9	88	6	84	82	83	84	82	102	19	2	99	19	19	19	19	19	9	92	19	19	19	19	19	19	17	84	19	75	19	22	79	19	19	19	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	83	21	22	20	23	14	89	21	11	91	14	94	20	22	21	20	22	2	81	102	1	81	81	81	81	81	95	8	81	81	81	81	81	81	87	16	83	25	81	82	21	81	81	81	81	81	81	81	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	20	80	79	81	78	87	14	80	90	12	87	9	81	79	80	81	79	99	22	1	102	22	22	22	22	22	6	95	22	22	22	22	22	22	14	87	18	78	22	19	82	22	22	22	22	22	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	76	28	29	27	30	21	82	28	18	84	21	87	27	29	28	27	29	9	74	95	6	74	74	74	74	74	102	1	74	74	74	74	74	74	94	9	90	18	74	89	14	74	74	74	74	74	74	74	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	27	73	72	74	71	80	21	73	83	19	80	16	74	72	73	74	72	92	29	8	95	29	29	29	29	29	1	102	29	29	29	29	29	29	7	94	11	85	29	12	89	29	29	29	29	29	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	100	0	5	1	4	7	94	0	10	92	21	89	1	1	0	1	1	19	102	81	22	102	102	102	102	102	74	29	102	102	102	102	102	102	68	37	70	46	102	61	42	102	102	102	102	102	102	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
