62	57	47	50	0	0	0	0	1	0	7	18	8	34	32	18	0	0	0	0	0	12	12	12	12	14	28	27	12	0	20	35	8	21	42	49	56	21	36	51	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	62	52	49	0	0	0	0	1	0	8	20	7	35	29	22	0	0	0	0	0	12	13	14	13	13	29	28	14	0	21	38	10	24	43	46	55	21	35	50	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	52	62	41	0	0	0	0	1	0	9	29	9	43	37	30	0	0	0	0	0	15	20	17	20	16	37	36	19	0	25	42	16	28	47	44	47	17	31	44	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	49	41	62	4	4	4	4	4	3	5	27	7	35	36	29	3	2	3	3	3	13	18	13	18	14	30	31	20	3	18	37	15	20	41	48	48	24	30	42	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	4	62	62	59	51	50	59	48	12	49	0	0	15	54	47	46	44	44	31	14	31	15	29	0	0	26	56	26	0	28	26	0	0	0	28	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
0	0	0	4	62	62	59	51	50	59	48	12	49	0	0	15	54	47	46	44	44	31	14	31	15	29	0	0	26	56	26	0	28	26	0	0	0	28	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
0	0	0	4	59	59	62	48	47	60	45	11	47	0	0	14	53	44	43	45	47	31	15	31	18	29	0	0	29	53	26	0	25	26	0	0	0	25	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
0	0	0	4	51	51	48	62	55	48	43	10	40	0	0	14	53	54	57	53	51	34	19	33	20	31	0	0	20	55	27	0	28	27	0	0	0	36	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
1	1	1	4	50	50	47	55	62	47	42	12	37	0	0	16	50	53	56	52	48	33	17	30	18	28	0	0	22	54	26	0	29	23	0	0	1	35	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
0	0	0	3	59	59	60	48	47	62	46	10	48	0	0	13	53	46	45	45	47	31	15	31	18	29	0	0	27	55	26	0	27	26	0	0	0	27	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
7	8	9	5	48	48	45	43	42	46	62	1	55	8	9	4	42	40	41	39	38	41	7	40	8	37	9	9	14	45	35	9	17	34	5	5	5	22	29	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
18	20	29	27	12	12	11	10	12	10	1	62	1	41	40	53	10	9	9	9	7	10	46	12	43	14	46	47	41	11	14	39	39	15	32	27	18	20	14	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
8	7	9	7	49	49	47	40	37	48	55	1	62	12	13	2	43	37	36	34	36	44	5	43	7	42	13	13	14	44	37	10	16	36	9	6	6	18	29	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
34	35	43	35	0	0	0	0	0	0	8	41	12	62	48	40	0	0	0	0	0	20	32	21	31	23	54	53	30	0	25	51	25	30	48	41	32	11	28	35	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	29	37	36	0	0	0	0	0	0	9	40	13	48	62	37	0	0	0	0	0	21	31	22	29	24	50	51	25	0	23	47	23	26	44	37	32	12	23	37	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	22	30	29	15	15	14	14	16	13	4	53	2	40	37	62	14	13	13	13	11	6	47	8	45	8	41	40	43	15	11	38	42	15	35	29	20	24	13	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
0	0	0	3	54	54	53	53	50	53	42	10	43	0	0	14	62	51	50	50	50	33	19	32	20	30	0	0	23	56	27	0	28	24	0	0	0	32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
0	0	0	2	47	47	44	54	53	46	40	9	37	0	0	13	51	62	57	55	53	37	18	34	19	32	0	0	19	53	24	0	29	22	0	1	1	36	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
0	0	0	3	46	46	43	57	56	45	41	9	36	0	0	13	50	57	62	58	54	36	20	33	21	31	0	0	19	52	25	0	29	23	0	0	0	38	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
0	0	0	3	44	44	45	53	52	45	39	9	34	0	0	13	50	55	58	62	58	38	22	35	23	33	0	0	21	50	27	0	27	23	0	0	0	36	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
